type	index	image	round	question	A	B	C	D	answer
sdt	40	data/figure/sdt/2022-12-16--食品饮料-紫燕食品-公司深度报告：佐餐卤味领头羊，开启全国化扩张_page26_图表66公司产品历年提价情况元千克.jpg,data/figure/sdt/2022-12-16--食品饮料-紫燕食品-公司深度报告：佐餐卤味领头羊，开启全国化扩张_page26_图表65公司主要产品出厂价变化情况元千克.jpg	3	根据图表66和图表65，2019年9月夫妻肺片的提价后价格是多少？	132.8元	102.8元	82.80元	137.8元	A
sdt	40	data/figure/sdt/2022-12-16--食品饮料-紫燕食品-公司深度报告：佐餐卤味领头羊，开启全国化扩张_page26_图表66公司产品历年提价情况元千克.jpg,data/figure/sdt/2022-12-16--食品饮料-紫燕食品-公司深度报告：佐餐卤味领头羊，开启全国化扩张_page26_图表65公司主要产品出厂价变化情况元千克.jpg	4	根据图表66和图表65，2019年9月夫妻肺片的提价原因是什么？	按食材类型分类定价	保持不变	组合分档价格	按牛类产品占比进行差异化定价	A
sdt	40	data/figure/sdt/2022-12-16--食品饮料-紫燕食品-公司深度报告：佐餐卤味领头羊，开启全国化扩张_page26_图表66公司产品历年提价情况元千克.jpg,data/figure/sdt/2022-12-16--食品饮料-紫燕食品-公司深度报告：佐餐卤味领头羊，开启全国化扩张_page26_图表65公司主要产品出厂价变化情况元千克.jpg	5	根据图表66和图表65，2019年11月夫妻肺片的提价后价格是多少？	137.8元	110.8元	92.80元	132.8元	A
sdt	40	data/figure/sdt/2022-12-16--食品饮料-紫燕食品-公司深度报告：佐餐卤味领头羊，开启全国化扩张_page26_图表66公司产品历年提价情况元千克.jpg,data/figure/sdt/2022-12-16--食品饮料-紫燕食品-公司深度报告：佐餐卤味领头羊，开启全国化扩张_page26_图表65公司主要产品出厂价变化情况元千克.jpg	6	根据图表66和图表65，2021年9月夫妻肺片的提价后价格是多少？	155.10元	142.10元	137.8元	132.8元	A
sdt	41	data/figure/sdt/2022-12-13--半导体-长川科技-长川科技：国产测试机龙头，内生+外延铸就高成长_page9_图表1220222023年为国产模拟混合功率产线建设高峰期.jpg,data/figure/sdt/2022-12-13--半导体-长川科技-长川科技：国产测试机龙头，内生+外延铸就高成长_page11_图表15长川模拟测试机功能模块与海内外厂商产品的比较.jpg	1	根据表格1，以下哪项是华润微深圳的主要生产内容？	功率/MEMS传感芯片	车规级芯片	高功率电源管理芯模拟芯片	40纳米以上模拟特色工艺	D
sdt	41	data/figure/sdt/2022-12-13--半导体-长川科技-长川科技：国产测试机龙头，内生+外延铸就高成长_page9_图表1220222023年为国产模拟混合功率产线建设高峰期.jpg,data/figure/sdt/2022-12-13--半导体-长川科技-长川科技：国产测试机龙头，内生+外延铸就高成长_page11_图表15长川模拟测试机功能模块与海内外厂商产品的比较.jpg	2	根据表格1和表格2，以下哪项是华峰STS的主要功能模块？	高精度浮动电压表	通用小功率浮动V/I源	时间测量单元模块(TMU)	两路大功率电压电流源模块(pvi)	D
sdt	41	data/figure/sdt/2022-12-13--半导体-长川科技-长川科技：国产测试机龙头，内生+外延铸就高成长_page9_图表1220222023年为国产模拟混合功率产线建设高峰期.jpg,data/figure/sdt/2022-12-13--半导体-长川科技-长川科技：国产测试机龙头，内生+外延铸就高成长_page11_图表15长川模拟测试机功能模块与海内外厂商产品的比较.jpg	3	根据表格1和表格2，以下哪项是联动QT-8000的主要功能模块？	高精度浮动电压表	通用小功率浮动V/I源	时间测量单元模块(TMU)	两路大功率电压电流源模块(pvi)	C
sdt	41	data/figure/sdt/2022-12-13--半导体-长川科技-长川科技：国产测试机龙头，内生+外延铸就高成长_page9_图表1220222023年为国产模拟混合功率产线建设高峰期.jpg,data/figure/sdt/2022-12-13--半导体-长川科技-长川科技：国产测试机龙头，内生+外延铸就高成长_page11_图表15长川模拟测试机功能模块与海内外厂商产品的比较.jpg	4	根据表格1和表格2，以下哪项是泰瑞达ETS的主要功能模块？	高精度浮动电压表	通用小功率浮动V/I源	时间测量单元模块(TMU)	两路大功率电压电流源模块(pvi)	B
sdt	42	data/figure/sdt/2022-12-12--电池-南都电源-全面构建产业一体化，锂电储能量利双升_page9_图表15全球电力系统储能市场装机预期.jpg,data/figure/sdt/2022-12-12--电池-南都电源-全面构建产业一体化，锂电储能量利双升_page9_图表14电池技术参数对比.jpg,data/figure/sdt/2022-12-12--电池-南都电源-全面构建产业一体化，锂电储能量利双升_page25_图表45南都电源锂电回收业务收益测算.jpg	1	根据图表1，2025年全球储能新增集中式装机量预计为多少GW？	449.4	366.5	233.9	134.8	A
sdt	42	data/figure/sdt/2022-12-12--电池-南都电源-全面构建产业一体化，锂电储能量利双升_page9_图表15全球电力系统储能市场装机预期.jpg,data/figure/sdt/2022-12-12--电池-南都电源-全面构建产业一体化，锂电储能量利双升_page9_图表14电池技术参数对比.jpg,data/figure/sdt/2022-12-12--电池-南都电源-全面构建产业一体化，锂电储能量利双升_page25_图表45南都电源锂电回收业务收益测算.jpg	2	根据图表1，与2020年相比，2025年全球储能新增集中式装机量预计将增长多少倍？	2.34	2.78	3.31	3.75	C
sdt	42	data/figure/sdt/2022-12-12--电池-南都电源-全面构建产业一体化，锂电储能量利双升_page9_图表15全球电力系统储能市场装机预期.jpg,data/figure/sdt/2022-12-12--电池-南都电源-全面构建产业一体化，锂电储能量利双升_page9_图表14电池技术参数对比.jpg,data/figure/sdt/2022-12-12--电池-南都电源-全面构建产业一体化，锂电储能量利双升_page25_图表45南都电源锂电回收业务收益测算.jpg	3	根据图表1，2025年全球储能存量未配储装机量预计为多少GW？	2191	2047	1903	1593	A
sdt	42	data/figure/sdt/2022-12-12--电池-南都电源-全面构建产业一体化，锂电储能量利双升_page9_图表15全球电力系统储能市场装机预期.jpg,data/figure/sdt/2022-12-12--电池-南都电源-全面构建产业一体化，锂电储能量利双升_page9_图表14电池技术参数对比.jpg,data/figure/sdt/2022-12-12--电池-南都电源-全面构建产业一体化，锂电储能量利双升_page25_图表45南都电源锂电回收业务收益测算.jpg	4	根据图表1和图表2，锂离子电池的能量密度范围是多少？	120-159Wh/kg	180-240Wh/kg	500-15000W/kg	1000-2000W/kg	B
sdt	42	data/figure/sdt/2022-12-12--电池-南都电源-全面构建产业一体化，锂电储能量利双升_page9_图表15全球电力系统储能市场装机预期.jpg,data/figure/sdt/2022-12-12--电池-南都电源-全面构建产业一体化，锂电储能量利双升_page9_图表14电池技术参数对比.jpg,data/figure/sdt/2022-12-12--电池-南都电源-全面构建产业一体化，锂电储能量利双升_page25_图表45南都电源锂电回收业务收益测算.jpg	5	根据图表1和图表2，哪种电池技术的功率密度最高？	铅炭电池	磷酸铁锂电池	三元	液流电池	C
sdt	43	data/figure/sdt/2022-12-06--贸易行业-建发股份-公司首次覆盖报告：住宅深耕核心城市群，供应链业务持续增长_page24_表4公司估值水平低于可比公司.jpg,data/figure/sdt/2022-12-06--贸易行业-建发股份-公司首次覆盖报告：住宅深耕核心城市群，供应链业务持续增长_page23_表3建发股份预计业绩稳健增长.jpg	1	根据表格数据，2024年建发股份的总市值与平均值相比，哪个更高？	建发股份	平均值	无法确定	无从得知	A
sdt	43	data/figure/sdt/2022-12-06--贸易行业-建发股份-公司首次覆盖报告：住宅深耕核心城市群，供应链业务持续增长_page24_表4公司估值水平低于可比公司.jpg,data/figure/sdt/2022-12-06--贸易行业-建发股份-公司首次覆盖报告：住宅深耕核心城市群，供应链业务持续增长_page23_表3建发股份预计业绩稳健增长.jpg	2	根据表格数据，2024年建发股份的市盈率（PE）预计是多少倍？	7.5倍	5.9倍	6.5倍	5.2倍	D
sdt	43	data/figure/sdt/2022-12-06--贸易行业-建发股份-公司首次覆盖报告：住宅深耕核心城市群，供应链业务持续增长_page24_表4公司估值水平低于可比公司.jpg,data/figure/sdt/2022-12-06--贸易行业-建发股份-公司首次覆盖报告：住宅深耕核心城市群，供应链业务持续增长_page23_表3建发股份预计业绩稳健增长.jpg	3	根据表格数据，2024年建发股份的房地产毛利率预计是多少？	16.00%	16.50%	17.00%	15.00%	C
sdt	43	data/figure/sdt/2022-12-06--贸易行业-建发股份-公司首次覆盖报告：住宅深耕核心城市群，供应链业务持续增长_page24_表4公司估值水平低于可比公司.jpg,data/figure/sdt/2022-12-06--贸易行业-建发股份-公司首次覆盖报告：住宅深耕核心城市群，供应链业务持续增长_page23_表3建发股份预计业绩稳健增长.jpg	4	根据表格数据，2024年建发股份的供应链业务收入预计是多少亿元？	6726.9	7736.0	8896.4	9899.2	C
sdt	43	data/figure/sdt/2022-12-06--贸易行业-建发股份-公司首次覆盖报告：住宅深耕核心城市群，供应链业务持续增长_page24_表4公司估值水平低于可比公司.jpg,data/figure/sdt/2022-12-06--贸易行业-建发股份-公司首次覆盖报告：住宅深耕核心城市群，供应链业务持续增长_page23_表3建发股份预计业绩稳健增长.jpg	5	根据表格数据，2024年建发股份的总营业收入预计是多少亿元？	8	10	8	10	B
sdt	44	data/figure/sdt/2022-12-06--电子元件-三环集团-三环集团：MLCC进入底部区间，材料平台型公司迎来新发展_page16_图表31新能源领域MLCC市场空间测算.jpg,data/figure/sdt/2022-12-06--电子元件-三环集团-三环集团：MLCC进入底部区间，材料平台型公司迎来新发展_page13_no_caption.jpg	1	根据表格数据，2020年全球汽车销量为8011万辆，其中燃油车销量占比87%，请计算2020年全球燃油车销量是多少？	6969.57万辆	6922.26万辆	6370.11万辆	5697.4万辆	A
sdt	44	data/figure/sdt/2022-12-06--电子元件-三环集团-三环集团：MLCC进入底部区间，材料平台型公司迎来新发展_page16_图表31新能源领域MLCC市场空间测算.jpg,data/figure/sdt/2022-12-06--电子元件-三环集团-三环集团：MLCC进入底部区间，材料平台型公司迎来新发展_page13_no_caption.jpg	2	根据上一轮问题的答案，2020年全球燃油车销量为6969.57万辆，假设未来几年燃油车销量占比逐年下降，请预测2025年全球燃油车销量将占总销量的百分比？	52%	41%	39%	37%	B
sdt	44	data/figure/sdt/2022-12-06--电子元件-三环集团-三环集团：MLCC进入底部区间，材料平台型公司迎来新发展_page16_图表31新能源领域MLCC市场空间测算.jpg,data/figure/sdt/2022-12-06--电子元件-三环集团-三环集团：MLCC进入底部区间，材料平台型公司迎来新发展_page13_no_caption.jpg	3	根据上一轮问题的答案，2025年全球燃油车销量预计占总销量的41%，请计算2025年全球燃油车销量约为多少万辆？	4000万辆	3984.79万辆	3920万辆	3800万辆	B
sdt	44	data/figure/sdt/2022-12-06--电子元件-三环集团-三环集团：MLCC进入底部区间，材料平台型公司迎来新发展_page16_图表31新能源领域MLCC市场空间测算.jpg,data/figure/sdt/2022-12-06--电子元件-三环集团-三环集团：MLCC进入底部区间，材料平台型公司迎来新发展_page13_no_caption.jpg	4	根据上一轮问题的答案，2025年全球燃油车销量预计为3984.79万辆，结合图表中MLCC数量的数据，每辆燃油车所需MLCC数量为0.3万颗，请计算2025年全球燃油车所需的MLCC数量大约是多少？	1195.44万颗	1195.44亿颗	1195.44千万颗	1195.44百万颗	B
sdt	44	data/figure/sdt/2022-12-06--电子元件-三环集团-三环集团：MLCC进入底部区间，材料平台型公司迎来新发展_page16_图表31新能源领域MLCC市场空间测算.jpg,data/figure/sdt/2022-12-06--电子元件-三环集团-三环集团：MLCC进入底部区间，材料平台型公司迎来新发展_page13_no_caption.jpg	5	根据上一轮问题的答案，2025年全球燃油车所需的MLCC成本约为3586.3亿元，假设未来几年燃油车销量占比继续下降，但MLCC价格保持稳定，请预测2025年全球燃油车所需的MLCC成本是否会有所变化？	会增加	会减少	不变	无法确定	B
sdt	45	data/figure/sdt/2022-12-05--仪器仪表-林洋能源-新能源厚积薄发，储能增量显著_page15_图表32公司业务预测总览亿元.jpg,data/figure/sdt/2022-12-05--仪器仪表-林洋能源-新能源厚积薄发，储能增量显著_page12_图表26国网智能电表招标金额测算亿元.jpg	1	根据图表1和图表2，2020年智能电表招标量为7380万只，而2020年国网智能电表招标金额为132亿元。请问这是否意味着每只智能电表的平均价格是多少？	18元/只	25元/只	22元/只	20元/只	A
sdt	45	data/figure/sdt/2022-12-05--仪器仪表-林洋能源-新能源厚积薄发，储能增量显著_page15_图表32公司业务预测总览亿元.jpg,data/figure/sdt/2022-12-05--仪器仪表-林洋能源-新能源厚积薄发，储能增量显著_page12_图表26国网智能电表招标金额测算亿元.jpg	2	根据图表1和图表2，如果假设2024年智能电表单价为210元/只，那么2024年国网智能电表及采集终端合计招标金额预计为多少？	90亿元	100亿元	110亿元	120亿元	C
